diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Female",1.71,1.07,2.41
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Both sexes",21.8,17.46,26.32
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Male",26.02,21.61,30.28
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Female",17.7,13.34,22.41
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Both sexes",6.31,4.85,8.25
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Male",6.68,5.24,8.52
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Female",5.96,4.43,8.07
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Both sexes",9,5.23,13.1
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Male",12.23,7.11,17.82
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Female",5.86,3.4,8.53
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Both sexes",51.35,43.47,59.8
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Male",58.58,50.37,67.78
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Female",44.35,36.94,52.15
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Both sexes",4.98,2.76,7.55
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Male",5.87,3.25,8.9
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Female",4.12,2.28,6.25
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Both sexes",1.05,0.57,1.62
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Male",1.61,0.87,2.51
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Female",0.5,0.27,0.77
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Both sexes",33.76,26.64,40.77
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Male",38.18,30.8,45.29
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Female",29.47,22.49,36.49
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Both sexes",10.32,7.96,12.92
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Male",11.43,8.82,14.18
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Female",9.25,7.12,11.9
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Both sexes",1.24,0.63,1.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Male",1.47,0.74,2.37
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkmenistan,2016,Female",1.01,0.51,1.63
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Both sexes",73.89,66.47,80.23
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Male",71.83,63.99,78.44
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Female",75.92,68.42,82.11
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Both sexes",46.91,39.81,52.25
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Male",47.54,40.23,53.18
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Female",46.28,39.43,51.44
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Both sexes",0.62,0.5,0.71
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Male",0.56,0.43,0.66
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Female",0.68,0.56,0.77
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Both sexes",10.99,9.8,12.19
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Male",10.65,9.54,11.8
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Female",11.33,9.97,12.72
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Both sexes",9.6,8.47,10.83
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Male",7.84,6.82,8.85
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Female",11.35,9.92,12.81
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Both sexes",4.95,3.85,5.76
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Male",4.58,2.72,5.86
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Uganda,2016,Female",5.32,4.39,6
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Both sexes",136.5,105.3,173
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Male",142.3,114.9,178.3
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Female",131.5,96.18,171.7
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Both sexes",2.51,1.4,3.69
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Male",3.7,2.05,5.46
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Female",1.49,0.83,2.22
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Both sexes",5.48,2.92,9.07
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Male",9.63,5.12,15.83
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Female",1.92,1,3.24
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Both sexes",101.3,74.1,130.6
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Male",100.8,78.44,125.4
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Female",101.8,69.96,136.6
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Both sexes",21.74,14.75,32.12
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Male",20.07,14.66,27.37
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Female",23.18,14.64,36.8
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Both sexes",5.42,2.73,8.57
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Male",8.07,3.99,12.92
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Ukraine,2016,Female",3.14,1.63,4.94
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Both sexes",15.94,13.94,19.24
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Male",18.15,15.82,21.79
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Female",10.04,8.79,12.46
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Both sexes",1.1,0.79,1.51
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Male",1.14,0.82,1.55
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Female",1.01,0.72,1.4
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Both sexes",0.45,0.27,0.67
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Male",0.48,0.29,0.71
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Female",0.37,0.22,0.56
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Both sexes",9.69,8.13,11.73
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Male",11.42,9.51,13.93
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"United Arab Emirates,2016,Female",5.07,4.11,6.26
